Protocol,Domain,Path,Subdomain,Path len,URL len,Dom len,Sbd len,# SBD,#Brands,#SimBrs,#Key,#SimKey,#Rand,RandD,#Oth,#Raw,AvgWL,MaxWL,MinWL,STDV,Label
http,adamdennis,/wp-includes/mailbox/index.php,,30,308,10,0,0,15,0,3,0,29,True,1,55,4.472727272727273,17,1,3.3546791283030415,1
http,dothothinhvuong,/wp-content/confg/ayo1/ayo1/ayo1/index.html,,43,68,15,0,0,0,0,0,0,7,True,1,10,5.2,15,2,3.7357135269658404,1
http,oneworldorganisation,/media/bingdoc/403cb6aa7173e27c071b089ba8be1d4d/,www,48,83,20,3,0,0,0,0,0,4,True,1,6,11.666666666666666,32,3,11.826523862347155,1
https,3n-lifemed,/SAILSZTPM/documentsharepdfEN/documentsharepdffile/index.html,,61,83,10,0,0,0,0,1,0,5,True,1,8,8.5,20,2,6.8660656232559525,1
http,portafolioinmobiliario,/wp-content/plugins/rev.php,,27,59,22,0,0,1,0,0,0,4,True,1,7,6.571428571428571,22,2,7.138093649734567,1
http,fatfreefilm,/images/adobeCom/,,17,39,11,0,0,0,0,1,0,3,True,0,4,7.0,11,3,3.366501646120693,1
http,careerintoday,/css/mail.htm,,13,36,13,0,0,2,0,0,0,1,True,1,5,5.0,13,2,4.527692569068709,1
http,sharonbyrdcards,/include/Modules/index.php,,26,52,15,0,0,0,0,1,0,4,True,1,6,6.666666666666667,15,3,4.457203906785807,1
http,metcore,/wp-content/upgrade/specials/,www,29,54,7,3,0,0,0,1,0,5,True,1,8,4.875,8,2,2.5877458475338284,1
http,metcore,/wp-content/upgrade/specials/,www,29,54,7,3,0,0,0,1,0,5,True,1,8,4.875,8,2,2.5877458475338284,1
http,islingtonbloordentist,/sent/meant/yahoo/make/68b55c86bade496e57d676dcc31eeb20/login.php,www,65,101,21,3,0,1,0,1,0,5,True,1,10,8.5,32,3,9.868580895391641,1
http,jeaniousinc,/yankee/HUDPROPERTY/GOOGLENEWW/GOOGLENEW/realestateseller/doc/work/ec/index.php,,79,101,11,0,0,1,0,1,0,9,True,1,12,6.916666666666667,16,2,4.399552318822974,1
http,foodieslab,/wp-includes/pomo/.secure./mailcenter/,www,38,63,10,3,0,0,0,2,0,4,True,1,8,5.75,10,2,3.24037034920393,1
http,mashtaresort,/,,1,24,12,0,0,0,0,1,0,1,True,0,2,7.5,12,3,6.363961030678928,1
http,urbannoisenetwork,/loads/importers/verify/office/,,31,59,17,0,0,1,0,0,0,5,True,0,6,7.666666666666667,17,3,4.96655480858378,1
http,emojo,/gift/on/on/line/,,17,32,5,0,0,0,0,4,0,2,True,0,6,3.1666666666666665,5,2,1.3291601358251257,1
http,fgtsnodiacerto,/primeiropasso.html,,19,44,14,0,0,0,0,1,0,2,True,1,4,8.5,14,3,5.802298395176403,1
http,cndoubleegret,/admin/secure/cmd-login=ffa9cbde0d3cf9051af20b1737013098/,www,57,164,13,3,0,2,0,3,0,7,True,1,16,8.75,43,3,11.659045129569288,1
http,behaviourblues,/msdklr/grety/index.htm,,23,51,14,0,0,0,0,1,0,3,True,1,7,5.428571428571429,14,2,4.035556254807296,1
http,behaviourblues,/fdir/omrjw/index.htm,,21,49,14,0,0,0,0,1,0,2,True,1,7,5.142857142857143,14,2,4.059087394500207,1
http,aisshwaryasamskruthi,/fo77/fo77/ju77/index.html,,26,56,20,0,0,1,0,0,0,5,True,1,7,6.142857142857143,20,2,6.1759903774906535,1
http,nnordson,/%7b%7d/2475215c185ea1767da330954e9f8753/,,41,60,8,0,0,0,0,1,0,4,True,0,5,9.4,32,2,12.876334882255899,1
http,nnordson,/%7B%7D,,7,26,8,0,0,0,0,1,0,3,True,0,4,3.75,8,2,2.8722813232690143,1
http,babimost,/wp-admin/user/usi.ch/index.html,szkola,32,57,8,6,0,2,0,0,0,5,True,1,10,4.1,8,2,1.9692073983655907,1
http,esy,/index.html,recover-acct5225,11,41,3,16,0,1,0,1,0,3,True,1,6,4.833333333333333,8,2,2.316606713852541,1
http,lilistephens,/2017/5634/index.php,,20,43,12,0,0,0,0,1,0,4,True,1,6,5.166666666666667,12,3,3.430257521916783,1
http,capalety,/images/kk/index.php,,20,39,8,0,0,0,0,1,0,3,True,1,6,4.5,8,2,2.258317958127243,1
http,skytel,/bofa/home/login.php,,20,202,6,0,0,2,0,2,0,5,True,1,14,13.0,64,2,21.7609388937716,1
http,skytel,/bk/autolinkk/autolinkauto/mailboxx/mailbox/,,44,60,6,0,0,0,0,0,0,4,True,1,7,6.571428571428571,12,2,3.6449573777637356,1
http,skytel,/bk/autolinkk/autolinkauto/mailboxx/mailbox/index.php,www,53,99,6,3,0,0,0,1,0,9,True,1,15,5.2,12,2,2.833473385894321,1
http,skytel,/bofa/home/login.php,,20,36,6,0,0,0,0,1,0,3,True,1,6,4.0,6,2,1.4142135623730951,1
http,skytel,/bofa/home/info.php,,19,35,6,0,0,0,0,1,0,3,True,1,6,3.8333333333333335,6,2,1.3291601358251257,1
http,skytel,/bofa/home/confirm.php,,22,38,6,0,0,0,0,1,0,3,True,1,6,4.333333333333333,7,2,1.8618986725025255,1
http,skytel,/bofa/home/login.php,,20,194,6,0,0,0,0,2,0,5,True,1,12,14.666666666666666,64,2,23.203970402158387,1
http,skytel,/bofa/home/,,11,27,6,0,0,0,0,1,0,2,True,1,4,4.0,6,2,1.632993161855452,1
http,chinesestudycenter,/qphp/,,6,35,18,0,0,0,0,1,0,1,True,1,3,8.333333333333334,18,3,8.386497083606082,1
http,subsribe-free-fr,/4385764387476/b7f6d/ec365/moncompte/index.php,www,46,170,16,3,0,4,0,1,0,18,True,1,29,4.655172413793103,13,1,2.7938179466836814,1
http,jmsalesassociates,/wp-content/themes/twentyeleven/languages/personal/suntrust/,,60,88,17,0,0,0,0,1,0,7,True,1,9,8.0,17,2,4.527692569068709,1
http,lanegramargo,/xlassss/app/facebook.com/,www,26,270,12,3,0,3,0,3,0,4,True,1,12,20.916666666666668,200,2,56.47277434679691,1
http,67hosting,/.well-known/msg/home/,www,22,46,9,3,0,0,0,2,0,3,True,1,7,4.428571428571429,9,3,2.14919697074224,1
http,67hosting,/.well-known/msg/home/,www,22,46,9,3,0,0,0,2,0,3,True,1,7,4.428571428571429,9,3,2.14919697074224,1
http,cihan-elearn,/adobe/,,7,30,12,0,0,1,0,0,0,3,True,0,4,4.75,6,3,1.2583057392117916,1
http,interviewquestions,/az66532252/office365/i/index.php,,33,61,18,0,0,2,0,0,0,3,True,1,7,6.857142857142857,18,1,5.984105932344765,1
http,orionveterinaryclinics,/matchphotos.html,mymatchalbulm,17,64,22,13,0,0,0,0,0,4,True,1,5,10.6,22,3,7.700649323271382,1
http,match209,/photo/index.php,,16,35,8,0,0,0,0,0,0,3,True,1,5,4.8,8,3,2.04939015319192,1
http,match209,/photo/d259b2cb2e8e64e8b092b4379de71ffb/,,40,59,8,0,0,0,0,0,0,2,True,1,4,12.0,32,3,13.490737563232042,1
http,unep,/cache/jw_sig/lvvthnnyourtpg/v3/index.php,ganadapt,41,65,4,8,0,0,0,0,0,6,True,1,9,5.555555555555555,14,2,3.643868518179241,1
http,karinarohde,/wp-content/newdocxb/,www,21,50,11,3,0,0,0,1,0,3,True,1,7,5.142857142857143,11,2,3.532165125838609,1
http,barristerbostic,/LatestG/53ac80de02c16b719346c062c066d4a5/,,42,68,15,0,0,0,0,1,0,2,True,1,4,14.25,32,3,12.84198842339716,1
http,barristerbostic,/LatestG/,,9,35,15,0,0,0,0,1,0,2,True,0,3,8.333333333333334,15,3,6.110100926607787,1
http,godgr8,/j/0dbf265cb26903f79ed65af952aec9a6/,,36,53,6,0,0,0,0,1,0,2,True,1,4,10.5,32,1,14.479871085982314,1
http,advancemedical-sa,/admin/pages.htlm/formal/6ffdd034a82b5c9425d9f86983a68ae1/,,58,86,17,0,0,1,0,1,0,4,True,1,8,8.875,32,2,10.034761012173064,1
http,admissionplan,/logs/inbox/dropbox/dropbox/index.php,,37,60,13,0,0,1,0,0,0,3,True,1,8,5.75,13,2,3.4121631178560534,1
http,advancemedical-sa,/file/review.pg/sheet/,,22,50,17,0,0,1,0,1,0,4,True,1,7,5.142857142857143,14,2,4.180453381654971,1
http,cnellalbania,/wp-includes/SimplePie/HTTP/autoexcel/excel/index.php,,53,76,12,0,0,0,0,1,0,6,True,1,10,6.0,12,2,3.2998316455372216,1
http,moradapinaos,/jen/ti/txl.html,,16,39,12,0,0,1,0,1,0,2,True,1,6,4.5,12,2,3.7282703764614498,1
http,bengaltravelcare,/images/car/29-nissan/Acc_Upgrade/,,34,61,16,0,0,0,0,1,0,6,True,0,7,6.714285714285714,16,2,5.089672082242814,1
http,sumdu,/images/fra/fraaa/fraaaaa/36ae731442a23391e2d7a01f49613b0c/,jnep,59,83,5,4,0,0,0,0,0,4,False,1,9,7.444444444444445,32,2,9.342257638161012,1
http,sumdu,/images/fra/fraaa/fraaaaa/36ae731442a23391e2d7a01f49613b0c/,jnep,59,83,5,4,0,0,0,0,0,4,False,1,9,7.444444444444445,32,2,9.342257638161012,1
http,sumdu,/images/fra/fraaa/fraaaaa/be5cb0114a72268633e6e9d7fa4bb23c/,jnep,59,83,5,4,0,0,0,0,0,4,False,1,9,7.444444444444445,32,2,9.342257638161012,1
http,sumdu,/images/fra/fraaa/fraaaaa/be5cb0114a72268633e6e9d7fa4bb23c/,jnep,59,83,5,4,0,0,0,0,0,4,False,1,9,7.444444444444445,32,2,9.342257638161012,1
http,behaviourblues,/fdir/omrjw/login.php,,21,49,14,0,0,0,0,1,0,2,True,1,7,5.142857142857143,14,2,4.059087394500207,1
http,yarrasideplumbing,/dropbox%20sign/,,16,47,17,0,0,0,0,1,0,2,True,1,5,7.0,17,2,5.958187643906492,1
http,redeportais,/eventos/wp-admin/js/gov-impots.client/index/989a25f6258f1c14eb35fbb4f7183241/bd7f6ff51b29285311efd321cf0e9581/,,111,136,11,0,0,0,0,1,0,8,True,1,13,8.923076923076923,32,2,10.547207675190137,1
https,uniteddental,/new/trust/db/index.php,,23,46,12,0,0,1,0,1,0,4,True,1,7,4.571428571428571,12,2,3.505098327538656,1
http,vivawebhost,/~redcross/ug/domain/ii.php,star,27,54,11,4,0,0,0,1,0,5,True,1,8,4.875,11,2,3.226563851175781,1
http,papyrue,/bin/cgi/default/vic.html,,25,46,7,0,0,1,0,2,0,2,False,1,8,4.0,7,2,1.927248223318863,1
http,alajran,/cgi/drop/,www,10,32,7,3,0,0,0,1,0,2,True,1,5,4.0,7,3,1.7320508075688772,1
http,onmelissasmind,/wp-includes/css/autoexcel/excel/,,33,58,14,0,0,0,0,1,0,4,True,1,7,6.285714285714286,14,2,4.3094580368566735,1
http,frizkon,/google.doc.login.index/,,24,42,7,0,0,1,0,1,0,4,True,0,6,4.833333333333333,7,3,1.602081978759722,1
http,btclasses,/wp-includes/pomo/Votre-Espace-ClienT/ssl/PortailAS/appmanager/PortailAS/assure_somtc=true/po/index_2.html,,106,126,9,0,0,2,0,1,0,12,True,1,17,6.0588235294117645,12,2,3.0304823921962925,1
http,waitingexpenditure,/cas.html,www,9,42,18,3,0,0,0,0,0,3,True,1,5,6.2,18,3,6.610597552415364,1
http,esdrastreinamento,/wp-admin/user/js/dhl/cmd-login=f2f29a7f532992289af6a6a98475074f/tracking.php,,77,108,17,0,0,0,0,1,0,6,True,1,13,6.846153846153846,32,2,8.571718554313305,1
http,boutiquevinos,/attachement/dropbox/dropbox/,,29,53,13,0,0,0,0,1,0,2,True,1,5,8.2,13,3,3.8987177379235853,1
http,muaythaishowdown,/files/8814/chaseonline/chase2/,,31,58,16,0,0,0,0,1,0,5,True,0,6,7.5,16,3,5.0099900199501395,1
http,altarac,/blog/3d/duc75412id7948.html,,28,45,7,0,0,0,0,1,0,4,True,1,6,5.5,14,2,4.54972526643093,1
http,16mb,/blocked/recovery_login.html,info-account-2017,28,61,4,17,0,0,0,1,0,6,True,1,8,5.875,14,3,3.6030740843261686,1
http,chiseafood,/js/aol/,www,8,33,10,3,0,0,0,1,0,1,True,1,5,4.2,10,2,3.2710854467592254,1
https,uniteddental,/new/trust/db/index.php,,23,70,12,0,0,3,0,1,0,6,True,1,12,4.25,12,1,3.6212755161180934,1
http,madanitube,/wp-includes/fonts/.../helpdk_webpage.html,www,42,67,10,3,0,0,0,1,0,3,True,1,8,6.125,14,2,4.189698250300543,1
http,dhalander,/cadastro_cliente77/atendimento_pessoa_fisica/atualizar/index1.php,,66,89,9,0,0,0,0,1,0,6,True,1,8,9.375,25,2,8.158037228927766,1
http,woodkraftkitchens,/wp-includes/js/jcrop/home.php,,30,58,17,0,0,0,0,2,0,3,True,1,8,5.5,17,2,5.0426750270636544,1
http,tarhine110,/fb/fblogin/fb.html,www,19,44,10,3,0,0,0,1,0,2,True,1,7,4.428571428571429,10,2,2.9920529661723827,1
http,beijingvampires,/hta/.0291/.js/index2.php,029344t20,25,61,15,9,0,0,0,1,0,5,True,1,8,5.625,15,2,4.405759217854998,1
http,entreverodomoha,/js/pagedoc/1f545c8daef2764235764f8bf730d7ff/,,45,74,15,0,0,0,0,1,0,3,True,1,6,10.166666666666666,32,2,11.788412389574209,1
http,foodieslab,/wp-content/themes/twentysixteen/105/Gdoc/,www,42,67,10,3,0,0,0,1,0,5,True,1,9,5.666666666666667,13,2,3.7416573867739413,1
http,cv-sahabatmotor,/wp-admin/js/login.alibaba.com/login.alibaba.com/login.html,,59,106,15,0,0,2,0,3,0,10,True,1,19,4.2105263157894735,12,1,2.657880261670965,1
http,pipelinefjc,/wp-includes/css/Re%20New%20Order-1.HTM,www,39,65,11,3,0,1,0,1,0,5,True,1,11,4.363636363636363,11,1,3.0748244591432297,1
http,foodieslab,/wp-content/themes/twentysixteen/103/Gdoc/,www,42,67,10,3,0,0,0,1,0,5,True,1,9,5.666666666666667,13,2,3.7416573867739413,1
http,mynanaimo,/wp-includes/js/login.alibaba.com/login.alibaba.com/login.html,,62,82,9,0,0,0,0,3,0,7,True,1,13,4.846153846153846,9,2,2.3038429433649132,1
http,myutilitydomain,/scan/2623d62b266359f5edb280c7e90b7c17/,9c0zypxf,39,74,15,8,0,0,0,1,0,2,True,1,5,12.4,32,3,11.92895636675732,1
http,myutilitydomain,/scan/2623d62b266359f5edb280c7e90b7c17/,9c0zypxf,39,74,15,8,0,0,0,1,0,2,True,1,5,12.4,32,3,11.92895636675732,1
http,barristerbostic,/LatestG/87319ba3cc23caf008fd72c70e634681/,,42,68,15,0,0,0,0,1,0,2,True,1,4,14.25,32,3,12.84198842339716,1
http,updateyouract,/,www,1,29,13,3,0,0,0,1,0,1,True,1,3,6.333333333333333,13,3,5.773502691896258,1
http,pugliavera,/date/formulario/,www,17,42,10,3,0,0,0,2,0,2,True,1,5,6.0,10,3,3.6742346141747673,1
http,formixn,/Mon_Compte/876564654234788758/3445657689787657654765/4bb52/2fa79/moncompte/,mobile-free,76,106,7,11,0,0,0,1,0,8,True,1,10,8.9,22,3,6.29726572057711,1
http,inlandnwweb,/prog/bmg/others/,,17,39,11,0,0,0,0,1,0,2,False,1,5,5.4,11,3,3.361547262794322,1
http,formixn,/Mon_Compte/876564654234788758/3445657689787657654765/af126/3bf80/moncompte/,mobile-free,76,106,7,11,0,0,0,1,0,7,True,1,10,8.9,22,3,6.29726572057711,1
http,formixn,/Mon_Compte/876564654234788758/3445657689787657654765/4bb52/420f2/moncompte/,mobile-free,76,106,7,11,0,0,0,1,0,8,True,1,10,8.9,22,3,6.29726572057711,1
http,thepdflink,/download/error.htm,,19,40,10,0,0,0,0,1,0,3,True,1,5,5.8,10,3,3.1144823004794873,1
http,thepdflink,/download/confirm.htm,,21,42,10,0,0,0,0,1,0,3,True,1,5,6.2,10,3,3.1144823004794877,1
https,milrad,/milradlaw.ca/cgi-bin/slfofthhnnourtpg/v3/,,42,59,6,0,0,0,0,2,0,4,True,1,8,5.375,16,2,4.955156044825574,1
http,pugliavera,/date/formulario/,,17,38,10,0,0,0,0,2,0,2,True,0,4,6.75,10,3,3.774917217635375,1
http,updateyouract,/,,1,25,13,0,0,0,0,1,0,1,True,0,2,8.0,13,3,7.0710678118654755,1
http,t-online,/online.capitalone.com/questions.htm,wc3msd7hg.homepage,36,73,8,18,0,2,0,3,0,3,True,1,10,5.7,10,1,3.2676869155073254,1
http,valisamaslo,/wp-content/themes/Pharmacy/menu/img/proposal/proposal/index.php,www,64,89,11,3,0,0,0,0,0,8,True,1,13,5.384615384615385,11,2,2.8442474557857285,1
http,valisamaslo,/wp-content/themes/Pharmacy/menu/img/proposal/proposal/index.php,www,64,89,11,3,0,0,0,0,0,8,True,1,13,5.384615384615385,11,2,2.8442474557857285,1
http,humoroidy,/Dropbox-css/ayo1/ayo1/ayo1/,www,28,51,9,3,0,1,0,0,0,4,True,1,8,4.5,9,2,2.32992949004287,1
http,interviewquestions,/vri44415664/office365/i/index.php,,34,62,18,0,0,2,0,0,0,3,True,1,7,7.0,18,1,6.082762530298219,1
http,karinarohde,/wp-content/newdocxb/d5b0f2e97dea0e363f7cff0a897547e1/,www,54,83,11,3,0,0,0,1,0,3,True,1,8,8.5,32,2,10.042765697612529,1
http,getforge,,churchofchristincongo,0,40,8,21,0,0,0,1,0,2,True,0,3,10.333333333333334,21,2,9.71253485622231,1
http,shreeramenterprise,/fonts/ccs/test/,www,16,49,18,3,0,1,0,0,0,3,True,1,6,6.0,18,3,5.932958789676531,1
http,aptra,/wp-includes/SimplePie/jj2/jj2/,www,31,50,5,3,0,0,0,0,0,3,True,1,8,4.375,9,2,2.7222627143085005,1
http,meshbasic,/dev/tests/functional/tests/mobilewalidfree/,www,44,68,9,3,0,0,0,1,0,6,True,1,8,6.625,15,3,4.34042460069124,1
http,anasory,/wp-includes/SimplePie/.data/,,29,47,7,0,0,0,0,1,0,4,True,1,6,5.5,9,2,2.8809720581775866,1
https,vkonect,/wp-content/plugins/ubh/bobby/Arch/Archive/,,43,61,7,0,0,1,0,0,0,6,True,1,9,4.888888888888889,7,2,2.204792759220492,1
http,neoskinlab,/woodtech/survey/ii.php,,23,47,10,0,0,1,0,1,0,3,True,1,7,4.857142857142857,10,2,3.184785258515422,1
http,bataviaexim,/box/,,5,27,11,0,0,0,0,1,0,1,True,1,3,5.666666666666667,11,3,4.618802153517006,1
http,bataviaexim,/box/7152cc9e332ccb53dfcafe2230b16749/,,38,60,11,0,0,0,0,1,0,1,True,1,4,12.25,32,3,13.696106502701172,1
http,cfsparts3-espacecclients,/--/www.impots.gouv.fr/file/,www,28,67,24,3,0,0,0,1,0,5,True,1,9,5.333333333333333,14,2,3.872983346207417,1
http,cantour,/modulos/data/,,14,35,7,0,0,0,0,1,0,4,True,0,5,4.6,7,2,2.3021728866442674,1
http,asociacioncar,/uploads/banqpop/,www,17,45,13,3,0,0,0,1,0,3,True,1,5,6.6,13,3,4.09878030638384,1
http,mirazfood,/EmailBox/New/ii.php,,20,255,9,0,0,11,0,1,0,27,True,1,44,4.613636363636363,17,1,3.70553268989173,1
http,medixasia,/ADE/GD/index.php,,17,37,9,0,0,0,0,1,0,3,True,1,6,4.166666666666667,9,2,2.562550812504343,1
http,jinpogan,/return/Update/mailbox/mailbox/index.php,,40,87,8,0,0,0,0,3,0,9,True,1,13,5.230769230769231,8,3,1.589226549501683,1
http,jinpogan,/return/Update/mailbox/mailbox/index.php,,40,59,8,0,0,0,0,2,0,5,True,1,8,5.625,8,3,1.8468119248354136,1
http,saysolutions,/rose/spacebox/index.html,,25,48,12,0,0,0,0,1,0,4,True,1,6,6.0,12,3,3.40587727318528,1
http,hamptongardenapartments,/ncn/adf.php,,12,46,23,0,0,1,0,0,0,1,True,1,5,7.0,23,3,8.94427190999916,1
http,springbreaklgolf,/weeeene/tteeaammm/mail.htm,,27,54,16,0,0,1,0,1,0,2,True,1,6,7.0,16,3,5.019960159204453,1
http,motivationclasses,/mounif/ae/,,11,39,17,0,0,0,0,1,0,2,True,1,4,7.0,17,2,6.879922480183431,1
https,noor-sons,/his/casts/,,11,32,9,0,0,0,0,1,0,4,True,0,5,3.8,5,3,0.8366600265340756,1
https,noor-sons,/his/Yah/T/Y2.php,,17,38,9,0,0,2,0,1,0,4,True,1,8,2.875,4,1,0.9910312089651149,1
http,uancvepisa,/des/PDF/MIEN/index.html,,24,48,10,0,0,1,0,0,0,5,True,1,8,4.25,10,2,2.49284690951645,1
http,alphanorthasset,/home//pessoa-fisica.php,,24,50,15,0,0,0,0,2,0,3,True,1,6,6.166666666666667,15,3,4.535048695071164,1
https,aurelius-ct,/ccs/docusignn/,,15,38,11,0,0,0,0,2,0,2,True,1,5,5.0,9,2,3.24037034920393,1
http,fgdentalcare,/dip/dropbox1/dropbox/,,22,45,12,0,0,0,0,1,0,2,True,1,5,6.6,12,3,3.7815340802378077,1
http,spookride,/icloud.php,,11,31,9,0,0,0,0,1,0,2,True,1,4,5.25,9,3,2.8722813232690143,1
http,infibanque,/public/m.impots.web06a4d777d30cb6cd285877adb2e443e006a4d777d30cb6cd285877adb2e443e01/m.impots.web/cb4475b2564fe427c577d5d1484b2408/,www,132,156,10,3,0,3,0,0,0,4,True,1,11,12.545454545454545,68,1,20.368424761692477,1
http,nanotechnology,/js/match/rematch/index.htm,store,27,61,14,5,0,1,0,2,0,4,True,1,9,5.111111111111111,14,2,3.723051317281446,1
http,mt-jagd,/includes/js/http.php,www,21,42,7,3,0,1,0,0,0,1,False,1,8,3.5,8,2,2.0,1
http,worldtekevents,/wp-includes/css/drive/index.php,,32,57,14,0,0,0,0,1,0,4,True,1,8,5.375,14,2,3.9618718519695424,1
http,bankruptcyzen,/rdc/pro/index.php,,18,42,13,0,0,0,0,2,0,2,True,1,6,5.0,13,3,4.0,1
http,eiskpotolok,/view/navyfederalcall.com/page/step3.html,,41,62,11,0,0,0,0,1,0,5,True,1,8,6.0,15,2,4.535573676110727,1
http,syedmuneebali,/little/index.htm,,17,41,13,0,0,0,0,1,0,3,True,1,5,6.0,13,3,4.123105625617661,1
http,charityinsolvency,/wp-includes/SimplePie/XML/Declaration/Bat/,www,43,77,17,3,0,1,0,0,0,5,True,1,10,6.0,17,2,5.0990195135927845,1
http,serayuresto,/nabib/login.php,nab.com.au,16,49,11,10,0,0,0,2,0,4,True,1,8,4.375,11,2,2.8753881725529062,1
http,meshbasic,/dev/tests/functional/tests/mobilewalidfree/afaca506bed8d388e2bc417b32357e77/,www,77,101,9,3,0,0,0,1,0,7,True,1,9,9.444444444444445,32,3,9.382311963358381,1
http,englishiseasyonline,/fallztelc/,www,11,45,19,3,0,0,0,1,0,1,True,1,4,8.5,19,3,7.54983443527075,1
http,brazosportchamber,/dr/edited/edited/,www,18,50,17,3,0,1,0,0,0,4,True,1,6,6.166666666666667,17,2,5.564770136013406,1
http,hvaccontractorsnyc,/sd/drp/page.php,,16,81,18,0,0,0,0,2,0,2,True,1,8,8.375,32,2,10.940586299254193,1
http,facebookteam,/,m,1,36,12,1,0,2,0,0,0,2,True,0,4,6.0,12,1,4.96655480858378,1
http,englishiseasyonline,/fallztelc/,,11,41,19,0,0,0,0,1,0,1,True,1,3,10.333333333333334,19,3,8.082903768654761,1
http,ucrenkyapi,/serhg/rttt/puiu.html,,21,42,10,0,0,0,0,1,0,2,True,1,6,5.0,10,3,2.5298221281347035,1
http,fatfreefilm,/xupx/adobeCom/inc/,,19,41,11,0,0,0,0,1,0,3,True,1,5,5.8,11,3,3.5637059362410923,1
http,tauruswelding,/flight/stage/af/ad/ghjk/pvtd_clnt/index2.php,www,45,215,13,3,0,4,0,1,0,12,True,1,24,7.583333333333333,38,1,9.178977240869802,1
http,taxiartlysalzburg,/Chelo/a21d6ca0b1bb48c619994ed44e30be21/login.php,,49,77,17,0,0,0,0,1,0,4,True,1,6,10.833333333333334,32,3,11.634718160173312,1
http,stencilevents,/htms/jegbese/Account/,,22,46,13,0,0,0,0,1,0,3,True,1,5,6.8,13,3,3.898717737923586,1
http,nosphil,/temp/quote/mur01.php,www,21,46,7,3,0,0,0,1,0,5,True,1,8,4.0,7,2,1.6035674514745464,1
http,updatedentalcollege,/administrator/cache/hotmail/newhotmail/hotmail/,,48,81,19,0,0,0,0,0,0,7,True,1,8,8.25,19,2,5.625198409199194,1
http,serayuresto,/nabib/login.php,www.nab.com.au,16,53,11,14,0,0,0,2,0,4,True,1,9,4.222222222222222,11,2,2.7284509239574835,1
https,tokowahyuberkah,/newdhl.php,,11,37,15,0,0,0,0,1,0,0,False,1,4,6.5,15,2,5.916079783099616,1
http,infibanque,/public/m.impots.web06a4d777d30cb6cd285877adb2e443e006a4d777d30cb6cd285877adb2e443e01/m.impots.web/,www,99,123,10,3,0,3,0,0,0,4,True,1,10,10.6,68,1,20.36445705416943,1
http,asociacioncar,/uploads/banqpop/,,17,41,13,0,0,0,0,1,0,3,True,0,4,7.5,13,3,4.123105625617661,1
http,serayuresto,/nabib/,www.nab.com.au,7,44,11,14,0,0,0,2,0,3,True,1,7,4.285714285714286,11,2,3.093772546815388,1
http,cloudcreations,/karaatt/good/,www,14,42,14,3,0,1,0,0,0,3,True,1,5,6.0,14,2,4.847679857416329,1
http,cloudcreations,/karaatt/good/,www,14,42,14,3,0,1,0,0,0,3,True,1,5,6.0,14,2,4.847679857416329,1
http,azypages,/paypal/jj/vbv/index.php,www,24,46,8,3,0,1,0,0,0,2,True,1,8,4.0,8,2,2.138089935299395,1
http,behaviourblues,/sfde/wayre/login.php,,21,49,14,0,0,0,0,1,0,3,True,1,7,5.142857142857143,14,2,4.059087394500207,1
http,etacloud,/etacloud.net/rayonni/.cool/,www,28,51,8,3,0,2,0,0,0,4,True,1,7,5.142857142857143,8,3,2.410295378065479,1
http,alchemistai,/pg/libs/smarty/lexer/nhukjs98hs983aidoc/,dev,41,66,11,3,0,1,0,0,0,5,True,1,8,6.375,18,2,5.527528509973641,1
http,saysolutions,/rose/spacebox/,www,15,42,12,3,0,0,0,1,0,3,True,1,5,6.0,12,3,3.9370039370059056,1
http,saysolutions,/rose/spacebox/,www,15,42,12,3,0,0,0,1,0,3,True,1,5,6.0,12,3,3.9370039370059056,1
http,reggichip,/index.html,,11,33,9,0,0,1,0,1,0,2,True,1,5,4.4,9,2,2.8809720581775866,1
http,bplaced,/Counter/,akras,9,40,7,5,0,1,0,0,0,4,True,0,5,5.4,7,3,1.6733200530681511,1
http,espaconauticopontal,/app/design/padrao/bloco/Acc_Upgrade/index.php,,46,79,19,0,0,1,0,1,0,7,True,1,10,6.3,19,2,5.143496432929215,1
http,tauruswelding,/concrete/all/ger/delivery/failure/supend_wrd_clnt/index2.php,www,61,244,13,3,0,4,0,1,0,17,True,1,27,7.7407407407407405,38,1,8.764406130184453,1
http,bulumario,/netnya.com/images/ron/,,23,43,9,0,0,0,0,2,0,3,True,1,6,5.0,9,3,2.449489742783178,1
http,smbsecurity,/Arch/Arch/Archive/index.php,,28,49,11,0,0,1,0,0,0,5,True,1,7,5.142857142857143,11,2,3.0237157840738176,1
http,sampleletters,/file/chfdkjhghjsgkjfgjkglhhkjfdkjhkdfjlhlkdjfskdjgjkgdfshkdsjjglkjfdshlsjdhbxzvcvzcbvmbvbvmvxhhcgxhghxzjgchgjhdgshxbcvnv/,,122,149,13,0,0,0,0,0,0,3,True,1,5,27.4,115,2,49.166045193812366,1
https,tetedebois,/wonderland/Gdoccc/index.php,www,28,53,10,3,0,0,0,1,0,3,True,1,7,5.571428571428571,10,2,3.3094381626464866,1
https,tetedebois,/wonderland/Gdoccc/index.php,www,28,53,10,3,0,0,0,1,0,3,True,1,7,5.571428571428571,10,2,3.3094381626464866,1
http,naturalhealthprtnrs,/maskesww/default.php,bsxsawosawzwmasnassawdx,21,75,19,23,0,0,0,1,0,3,True,1,6,10.5,23,3,8.47938677028003,1
